naziv,maticnibroj,mesto,sifradelatnosti,datumregistracije,lat,lon,sajt,postojanje,prilagodljivost,pismo,stranijezik
"Одред извиђача ""Тамиш""- Панчево",08136491,Панчево,9499,10.09.12 10:05,,,,,,,
УДРУЖЕЊЕ ЉУБИТЕЉА СКИ И СНОУБОРД СПОРТА СКИ 013,28093179,Панчево,9499,15.10.12 09:25,,,,,,,
"""Пируета""",28093713,Банатско Ново Село,9499,22.10.12 09:52,,,,,,,
"Удружење пољопривредних произвођача ""ПРВИ КЛАС""",28094604,Јабука,9499,31.10.12 09:15,,,,,,,
"Удружење грађана ""Ф5""",28094990,Панчево,9499,06.11.12 09:11,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА ""МЛАДИ РАТАРИ-ДОЛОВО""",28095201,Долово,9499,07.11.12 10:04,,,,,,,
Пословно удружење Удружење рачуновођа Јужног Баната,28095651,Панчево,9411,13.11.12 12:52,,,,,,,
"""ANIMA"" ВОДИЧ ЗА КВАЛИТЕТАН ЖИВОТ",28095694,Панчево,9499,14.11.12 09:25,,,,,,,
"""НОВА КУЛТУРА - ДРУШТВО ЗА ЗАШТИТУ ЉУДСКИХ ПРАВА И СЛОБОДА И ОЧУВАЊЕ ПРИРОДЕ""",28095945,Панчево,9499,15.11.12 10:44,,,,,,,
"""Организација за макро активности на водном ресурсу""",28097697,Панчево,9499,04.12.12 10:02,,,,,,,
Форум младих Македонаца,28098235,Панчево,9499,11.12.12 09:39,,,,,,,
ЦЕНТАР ЗА ЗАШТИТУ И АФИРМАЦИЈУ МАКЕДОНСКЕ ТРАДИЦИЈЕ И ПОСЕБНОСТИ ''ТОШЕ ПРОЕСКИ'',28098111,Качарево,9499,11.12.12 09:43,,,,,,,
"УДРУЖЕЊЕ ЗА СПОРТСКУ ЕДУКАЦИЈУ ""ENERGY GYM""",28099100,Панчево,9499,24.12.12 09:38,,,,,,,
"УДРУЖЕЊЕ МАЊИНСКИХ АКЦИОНАРА ""СЕМЕ-ТАМИШ""",28099185,Панчево,9499,24.12.12 09:42,,,,,,,
УДРУЖЕЊЕ ЉУБИТЕЉА БИЛИЈАРА ДРУГА КУЋА,28100205,Качарево,9499,10.01.13 10:18,,,,,,,
ДРУШТВО ЛИКОВНИХ УМЕТНИКА МАКЕДОНАЦА СРБИЈЕ,28100370,Панчево,9412,10.01.13 12:05,,,,,,,
"Удружење Рома ""МАНУШ""",28101732,Панчево,9499,28.01.13 11:07,,,,,,,
"""PROXIMI""",28101783,Панчево,9499,28.01.13 11:27,,,,,,,
"Удружење Словенаца Јужног Баната ""Логарска долина""",28103239,Панчево,9499,11.02.13 10:39,,,,,,,
ДРУШТВО ЉУБИТЕЉА ИНТЕРНЕТА ПОЛУВРЕМЕ,28105843,Панчево,9499,04.03.13 09:56,,,,,,,
Унија одгајивача немачких овчара Републике Србије,28105797,Качарево,9499,04.03.13 11:21,,,,,,,
РОК МУЗИЧАРИ ПАНЧЕВО,28106327,Панчево,9499,06.03.13 11:27,,,,,,,
"Удружење грађана припадника македонске националне заједнице у Србији ""ОСОГОВО"" Панчево",28106467,Панчево,9499,07.03.13 10:31,,,,,,,
"ЦЕНТАР ЗА РЕКРЕАЦИЈУ ""MAXIMUS""",28106637,Панчево,9499,08.03.13 10:17,,,,,,,
"""Школа без насиља""",28107099,Панчево,9499,14.03.13 09:53,,,,,,,
"УДРУЖЕЊЕ ПОЉОПРИВРЕДНИКА ""БРЕСТОВАЧКИ РАТАР"" БАНАТСКИ БРЕСТОВАЦ",28108923,Банатски Брестовац,9499,28.03.13 12:31,,,,,,,
"Удружење Македонаца и поборника македонске културе у Панчеву и Републици Србији: Македонски културни центар ""Блаже Конески"" - Панчево",28109229,Панчево,9499,01.04.13 12:52,,,,,,,
Завичајни клуб Херцеговац,28111355,Панчево,9499,18.04.13 10:21,,,,,,,
"""Панчево Лајфстајл""",28112734,Панчево,9499,26.04.13 11:26,,,,,,,
Удружење румунско - српског пријатељства ПАРУМ,28113072,Панчево,9499,08.05.13 12:07,,,,,,,
"Организација за развој каријере и омладинског предузетништва ""Connecting""",28113501,Панчево,9499,09.05.13 11:25,,,,,,,
"УДРУЖЕЊЕ ОДГАЈИВАЧА ГОЛУБОВА И ОСТАЛИХ СИТНИХ ЕГЗОТИЧНИХ ЖИВОТИЊА И АКВАРИСТИКЕ ""ЛОРИСТ""",28114346,Панчево,9499,16.05.13 12:41,,,,,,,
"""КЛУБ МУЗИЧАРА СВИРАЦ""",28114451,Качарево,9499,17.05.13 01:52,,,,,,,
Удружење аутопревозника Србије,28114974,Панчево,9499,21.05.13 12:38,,,,,,,
"Удружење ""Македонска лига""",28115962,Глогоњ,9499,30.05.13 01:22,,,,,,,
"Удружење винара, виноградара и воћара ""ГРОЗД ЈАБУКА""",28115989,Јабука,9499,30.05.13 02:34,,,,,,,
"Удружење за неговање изворне, природне народне радиности ""ЈАГЊЕ""",28115946,Панчево,9499,30.05.13 11:22,,,,,,,
Удружење грађана УСУД,28116527,Панчево,9499,05.06.13 12:46,,,,,,,
УДРУЖЕЊЕ МАЛИХ АКЦИОНАРА АД ВОЈВОДИНА СТАРЧЕВО,28118198,Старчево,9499,26.06.13 01:04,,,,,,,
"""НАШ ТАМИШ""",28120516,Јабука,9499,26.07.13 11:38,,,,,,,
"КЛУБ РИБОЛОВАЦА ""S-STRINGER""",28120559,Панчево,9499,29.07.13 12:59,,,,,,,
Удружење Консалтинг центар Сиријус,28122292,Панчево,9499,29.08.13 12:56,,,,,,,
ЦЕНТАР ЗА АГРОЕКОНОМСКА ИСТРАЖИВАЊА,28124287,Панчево,9499,01.10.13 10:32,,,,,,,
"""Друштво за церебралну парализу и сродна општећења Омољица""",28124457,Омољица,9499,04.10.13 09:00,,,,,,,
МЕСНА ОРГАНИЗАЦИЈА ИНВАЛИДА РАДА ЈАБУКА,28125445,Јабука,9499,18.10.13 12:52,,,,,,,
УДРУЖЕЊЕ ЗА ЗАШТИТУ И НЕГОВАЊЕ ОБИЧАЈА МАКЕДОНАЦА,28126646,Панчево,9499,05.11.13 09:50,,,,,,,
УДРУЖЕЊЕ ЉУБИТЕЉА МОТОЦИКЛИЗМА МК ДРУМСКИ КРСТАШИ,28127448,Панчево,9499,15.11.13 10:24,,,,,,,
"""Удружење земљопоседника - ГРУНТ""",28127626,Панчево,9499,19.11.13 10:36,,,,,,,
"Удружење ""Генерација 107""",28130155,Панчево,9499,24.12.13 10:35,,,,,,,
УДРУЖЕЊЕ ОДГАЈИВАЧА ГОЛУБОВА СРПСКИХ ВИСОКОЛЕТАЧА СРБ-79 ЈЕЗЕРО КАЧАРЕВО,28130813,Качарево,9499,26.12.13 10:55,,,,,,,
"Удружење риболоваца и наутичара ""НаутиКал""",28130848,Панчево,9499,26.12.13 11:02,,,,,,,
"""ЗАВИЧАЈНО УДРУЖЕЊЕ БРГУД""",28131208,Панчево,9499,30.12.13 10:27,,,,,,,
Балканска камерна академија,28131470,Панчево,9412,03.01.14 09:21,,,,,,,
Удружење одгајивача голубова српских високолетача СС 79 Качарево,28132395,Качарево,9499,15.01.14 08:58,,,,,,,
"Удружење за културу, омладину и спорт ""УХУРУ""",28133588,Панчево,9499,27.01.14 09:03,,,,,,,
Надеждеа,28134142,Банатско Ново Село,9499,30.01.14 08:30,,,,,,,
"""Нова екипа""",28134479,Качарево,9499,03.02.14 08:17,,,,,,,
"""УДРУЖЕЊЕ ЖЕНА ЈАБУКЕ""",28134762,Јабука,9499,05.02.14 08:57,,,,,,,
Удружење за промоцију стрипа и алтернативне културе Гррр!,28137079,Панчево,9499,24.02.14 09:10,,,,,,,
"УДРУЖЕЊЕ ЗА ЕДУКАТИВНИ ТУРИЗАМ И ДРУШТВЕНО ЗБЛИЖВАЊЕ ""НЕРА""",28140398,Панчево,9499,25.03.14 08:21,,,,,,,
"""Група О""",28140983,Панчево,9499,31.03.14 09:02,,,,,,,
"ЛОВАЧКО УДРУЖЕЊЕ ""ДУНАВ"" Панчево",28141025,Панчево,9499,31.03.14 09:40,,,,,,,
"Удружење љубитеља котлића ""Чаробни залогај""",28142692,Старчево,9499,14.04.14 10:09,,,,,,,
УДРУЖЕЊЕ ГОСТ И ХОСТ,28143494,Банатско Ново Село,9499,23.04.14 09:10,,,,,,,
"Удружење ""ДАРМА""",28144296,Панчево,9499,30.04.14 09:07,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА ""ОРГАНИЗАЦИЈА ЗА ПРЕВЕНЦИЈУ И УБЛАЖАВАЊЕ СОЦИЈАЛНИХ РИЗИКА""",28144792,Панчево,9499,08.05.14 07:56,,,,,,,
"""Удружење Креативних Грађана - ДЕЦА БЕНЗЕНА""",28146400,Панчево,9499,29.05.14 07:57,,,,,,,
"""Мрежа за отворено предузетништво Србије""",28146906,Панчево,9499,04.06.14 08:05,,,,,,,
Удружења за изучавање и промоцију историјских вредности Покрета обновљења,28147317,Панчево,9499,11.06.14 07:55,,,,,,,
МЕСНА ОРГАНИЗАЦИЈА ИНВАЛИДА РАДА ПЕНЗИОНЕР 2014 ГЛОГОЊ,28147392,Глогоњ,9499,12.06.14 08:01,,,,,,,
УДРУЖЕЊЕ ИНВАЛИДА РАДА И ОСОБА СА ИНВАЛИДИТЕТОМ ГРАДА ПАНЧЕВА,28147872,Панчево,9499,20.06.14 08:01,,,,,,,
"""Удружење грађана за уређење и развој Качарева""",28148178,Качарево,9499,25.06.14 08:16,,,,,,,
Удружење Грађана Месне Заједнице Младост Панчево,28148747,Панчево,9499,04.07.14 08:23,,,,,,,
Удружење Рома - Глогоњ,28148909,Глогоњ,9499,08.07.14 08:08,,,,,,,
Македонско удружење грађана - Јабука,28149948,Јабука,9499,23.07.14 08:02,,,,,,,
"ДОНАЦИЈА И ХУМАНИТАРНИ РАД ЗА ПОМОЋ БОЛЕСНОЈ ДЕЦИ, БОЛЕСНИМ И НЕМОЋНИМ ЛИЦИМА ""ВЕЛИКО СРЦЕ В.В.""",28150342,Панчево,9499,31.07.14 07:54,,,,,,,
"""КАНЦЕЛАРИЈА ЗА ДЕСТИНАЦИЈЕ""",28151594,Панчево,9499,19.08.14 08:04,,,,,,,
"""ЕДУКАТИВНО - НАУЧНА ФИЛМСКА МРЕЖА""",28151853,Панчево,9499,21.08.14 08:15,,,,,,,
Доловачки дар,28152035,Долово,9499,22.08.14 08:19,,,,,,,
Љубитељи старовременских мотоцикала,28152825,Панчево,9499,05.09.14 08:36,,,,,,,
СРПСКИ СОКОЛАРСКИ КЛУБ,28153635,Панчево,9499,18.09.14 08:06,,,,,,,
"УДРУЖЕЊЕ ЉУБИТЕЉА РИБЉЕ ХРАНЕ ""ХОБОТНИЦА 2014""",28153775,Панчево,9499,19.09.14 08:30,,,,,,,
"Удружење жена за неговање традиционалних начина израде рукотворина, очување старих заната, културне заоставштине и развијање сеоског туризма ""Омољчанке""",28155620,Омољица,9499,15.10.14 08:14,,,,,,,
"Рекреативни и креативни центар ""Супер срце"" Панчево",28156022,Панчево,9499,20.10.14 09:12,,,,,,,
"""Музички центар Вокали""",28157169,Панчево,9499,05.11.14 08:18,,,,,,,
"""Центар за промоцију алтернатива""",28158521,Панчево,9499,24.11.14 08:05,,,,,,,
БУДИ,28158815,Панчево,9499,28.11.14 08:05,,,,,,,
"УДРУЖЕЊЕ ЉУБИТЕЉА ИЗВОРНЕ НАРОДНЕ МУЗИКЕ ""ЧАРОБНА НОЋ"" ПАНЧЕВО",28160348,Панчево,9499,16.12.14 08:46,,,,,,,
ДРУШТВО ЗА БОРБУ ПРОТИВ ШЕЋЕРНЕ БОЛЕСТИ ОПШТИНЕ Нови Кнежевац,28161468,Панчево,9499,26.12.14 08:37,,,,,,,
"Културни центар ""Инфинитум""",28162162,Глогоњ,9499,08.01.15 10:00,,,,,,,
"УДРУЖЕЊЕ ЗА БРАЧНО ПОСРЕДОВАЊЕ ,,FUTURA 2""",28163622,Панчево,9499,30.01.15 08:29,,,,,,,
"""ОРГАНИЗАЦИЈА МЛАДИХ ЕВРОПЕ ЗА МЕЂУНАРОДНУ САРАДЊУ""",28164475,Панчево,9499,09.02.15 08:36,,,,,,,
"""ЛИКОВНИ ЦЕНТАР""",28164548,Панчево,9499,10.02.15 08:19,,,,,,,
УДРУЖЕЊЕ КУЛТУРНИ ЦЕНТАР НЕКТАН АРТ,28164785,Панчево,9499,11.02.15 08:32,,,,,,,
Сена,28166567,Панчево,9499,27.02.15 09:00,,,,,,,
Клуб љубитеља игара и фантастике д20,28167059,Панчево,9499,04.03.15 08:24,,,,,,,
"Удружење пчелара ,,Тамишка матица""",28167539,Јабука,9499,06.03.15 08:42,,,,,,,
"Удружење грађана ""Наша Поњавица""",28167725,Омољица,9499,09.03.15 08:15,,,,,,,
"Удружење за културу, уметност и науку  ,,Талас""",28168659,Панчево,9499,18.03.15 08:31,,,,,,,
"Удружење грађана ""КЛУБ КАПЕТАНА""",28169361,Панчево,9499,24.03.15 08:00,,,,,,,
"""Покрет руског националног препорода""",28170190,Панчево,9499,01.04.15 09:10,,,,,,,
"Дечји хор ""Dél Pacsirtái""",28170327,Панчево,9499,01.04.15 09:14,,,,,,,
"""ПРИНЦЕЗА ЈЕЛЕНА""",28170386,Панчево,9499,02.04.15 08:45,,,,,,,
"""АрхеоХаб""",28170661,Панчево,9499,06.04.15 08:56,,,,,,,
"УДРУЖЕЊЕ ПИЈАЧНИХ ПРОДАВАЦА ""КОД ГОРАНА""",28170823,Панчево,9499,07.04.15 09:36,,,,,,,
"""Завичајно удружење Стари Рас""",28178255,Панчево,9499,15.07.15 09:03,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА МАКЕДОНСКЕ ЗАЈЕДНИЦЕ И ПРИЈАТЕЉА МАКЕДОНСКОГ НАРОДА ""ПЕЛАГОНИЈА"" КАЧАРЕВО",28179383,Качарево,9499,06.08.15 08:26,,,,,,,
"Центар за унапређење интеркултуралног дијалога ""In medias res""",28180128,Панчево,9499,20.08.15 08:55,,,,,,,
"Удружење ""Трећи миленијум""",28180250,Панчево,9499,21.08.15 08:20,,,,,,,
"УДРУЖЕЊЕ ""ШКРИПИ ЂЕРАМ""",28180977,Панчево,9499,31.08.15 09:19,,,,,,,
Центар за дубинско-психолошко истраживање снова ИМАГО,28181752,Панчево,9412,11.09.15 09:37,,,,,,,
"АКТИВ ПЕНЗИОНЕРА ОПШТИНЕ ПАНЧЕВО""ЛЕПЕЗА""",28182112,Панчево,9499,17.09.15 08:35,,,,,,,
ЗЛАТНИ ЛОТОС,28182597,Панчево,9499,24.09.15 08:12,,,,,,,
"УДРУЖЕЊЕ ШАХИСТА ""КАФАНИЦА ТЕРЗА""",28182686,Старчево,9499,25.09.15 08:30,,,,,,,
"Удружење грађана ""Импулс"" Панчево Ромске интеграције жена",28182899,Панчево,9499,28.09.15 08:15,,,,,,,
Омниа симплицитер,28183160,Панчево,9499,02.10.15 08:48,,,,,,,
ЕКО ЦВЕТ,28183429,Старчево,9499,06.10.15 08:02,,,,,,,
"""ЕкоСкро""",28183887,Панчево,9499,12.10.15 09:14,,,,,,,
"Тамбурашки центар ""Тамбураторијум""",28184743,Панчево,9412,22.10.15 08:40,,,,,,,
Друштво историчара и филозофа природних наука и математике Војводине,28190476,Панчево,9412,30.12.15 02:20,,,,,,,
Реверб,28192754,Панчево,9499,28.01.16 02:23,,,,,,,
РУМУНСКИ КУЛТУРНО - ЕДУКАТИВНИ ЦЕНТАР ПАНЧЕВО,28192568,Панчево,9499,28.01.16 11:28,,,,,,,
"""Удружење кинеских пословних људи из дијаспоре у Републици Србији""",28193106,Панчево,9499,01.02.16 02:28,,,,,,,
"""Покрет Старчево""",28194412,Старчево,9499,11.02.16 11:27,,,,,,,
"Љубитељи корективне гимнастике и фитнеса за децу и одрасле ""БАЛАНС за живот""",28194803,Панчево,9499,17.02.16 02:40,,,,,,,
"Музички центар ""Доремиредо""",28195133,Панчево,9499,19.02.16 02:27,,,,,,,
ПРАВОСЛАВНО ГЛОГОЊСКО ПЕВАЧКО ДРУШТВО,28195095,Глогоњ,9499,19.02.16 10:23,,,,,,,
"""Натура еко тим""",28195575,Панчево,9499,24.02.16 10:51,,,,,,,
Панчевачко музичко друштво,28196881,Панчево,9499,04.03.16 02:49,,,,,,,
"""МУНВОК""",28198612,Панчево,9499,22.03.16 09:00,,,,,,,
"Удружење за промоцију модног дизајна и примењене уметности ""МАТЕС""",28198833,Панчево,9499,23.03.16 12:20,,,,,,,
Градитељи,28199279,Старчево,9499,28.03.16 02:39,,,,,,,
"""ЛОВАЧКО ДРУШТВО ШАКАЛ"" - ИВАНОВО",28199325,Иваново,9499,29.03.16 10:52,,,,,,,
УДРУЖЕЊЕ ЗАШТИТЕ ДУНЂЕРА,28200439,Панчево,9499,08.04.16 01:30,,,,,,,
Удружење грађана АМАРАНТ,28201338,Панчево,9499,19.04.16 02:08,,,,,,,
"""УДРУЖЕЊЕ ЉУБИТЕЉА ИТАЛИЈЕ -  TARANTELLA""",28201516,Панчево,9499,21.04.16 02:05,,,,,,,
Банатска сцена,28201940,Банатско Ново Село,9499,27.04.16 10:52,,,,,,,
"""ИТ ПРОЈЕКТ""",28202342,Панчево,9499,05.05.16 08:56,,,,,,,
"Удружење за развој и промоцију села ""За наш Глогоњ""",28202369,Глогоњ,9499,05.05.16 09:00,,,,,,,
"Удружење грађана ""ТИМ 3""",28203039,Панчево,9499,16.05.16 02:31,,,,,,,
"""Центар за помоћ старим и немоћним особама""",28202989,Панчево,9499,16.05.16 11:02,,,,,,,
"ЛОВАЧКО ДРУШТВО ""ДО ЛОВЦИ"" ДОЛОВО",28203071,Долово,9499,17.05.16 08:34,,,,,,,
УДРУЖЕЊЕ ГРАЂАНА ИЗВОР МУДРОСТИ,28203438,Панчево,9499,20.05.16 02:13,,,,,,,
Мајке са троје деце,28204108,Панчево,9499,30.05.16 01:52,,,,,,,
"""Капуера Панчево""",28204604,Панчево,9499,06.06.16 01:13,,,,,,,
"""Центар за смањење ризика од катастрофа и заштиту животне средине""",28204671,Панчево,9499,07.06.16 10:59,,,,,,,
"УДРУЖЕЊЕ ""ELPIS""",28205082,Панчево,9499,13.06.16 12:03,,,,,,,
"Удружење грађана Културно Уметничко Друштво ""Добривоје Путник"" Панчево",28206402,Панчево,9499,29.06.16 03:29,,,,,,,
"Удружење сточара ""Моја кравица"" Јабука",28206895,Јабука,9499,07.07.16 01:57,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА ""СТАРА ВАЈФЕРТОВА ПИВАРА""",28207450,Панчево,9499,15.07.16 01:52,,,,,,,
"""Панчевачки еко центар""",28207760,Панчево,9499,22.07.16 07:55,,,,,,,
"УДРУЖЕЊЕ СТАРИХ, УМЕТНИЧКИХ ЗАНАТА И ДОМАЋЕ РАДИНОСТИ ДАРЛИНГ",28209363,Панчево,9499,22.08.16 10:35,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА ДРУШТВО СРПСКО-РУСКОГ ПРИЈАТЕЉСТВА ""АЛЕКСА ДУНДИЋ""",28209762,Долово,9499,26.08.16 12:22,,,,,,,
"""Удружење Летра""",28211562,Панчево,9499,23.09.16 10:19,,,,,,,
"""Друштво за унапређење положаја вулнерабилних друштвених група""",28214332,Панчево,9499,03.11.16 10:29,,,,,,,
"Удружење ""Плави анђео""",28214421,Панчево,9499,04.11.16 12:35,,,,,,,
ДРУШТВО СРПСКО-РУСКОГ ПРИЈАТЕЉСТВА СЛОВЕНСКА УНИЈА,28214979,Панчево,9499,14.11.16 12:13,,,,,,,
САВЕЗ УДРУЖЕЊА ИНВАЛИДА РАДА ГРАДА ПАНЧЕВА,28215029,Панчево,9499,15.11.16 10:36,,,,,,,
"УДРУЖЕЊЕ ""О Ф Ф РОАД ПАНЧЕВО-ПЕШЧАРА""",28215258,Панчево,9499,16.11.16 01:58,,,,,,,
Удружење за очување традиције и културе прогнаних и избјеглих Срба,28216734,Панчево,9499,07.12.16 10:21,,,,,,,
"УДРУЖЕЊЕ ДЕЧИЈЕГ СТВАРАЛАШТВА ""ЗВРН-ЗВРН""",28217072,Панчево,9499,09.12.16 12:14,,,,,,,
"""Центар за информисање и образовање Перо""",28218079,Панчево,9499,23.12.16 09:19,,,,,,,
"""Анималнет""",28218753,Панчево,9499,30.12.16 10:34,,,,,,,
"""SmartUp-центар за примењену креативност""",28220049,Панчево,9499,19.01.17 01:58,,,,,,,
УДРУЖЕЊЕ ОДГАЈИВАЧА ГОЛУБОВА ПИСМОНОША СПРИНТЕР ПАНЧЕВО,28220146,Панчево,9499,20.01.17 12:14,,,,,,,
Удружење грађана одгајивача голубова перикера Републике Србије - Панчево,28220367,Панчево,9499,24.01.17 08:57,,,,,,,
"""ОДРАЗ - Центар за одрживи развој""",28221100,Панчево,9499,01.02.17 10:55,,,,,,,
"УДРУЖЕЊЕ ПЕНЗИОНЕРА ""ЗЛАТНА ЈЕСЕН""",28222203,Панчево,9499,09.02.17 02:40,,,,,,,
"Македонско удружење новинара ""МАК-ИНФО""",28222645,Панчево,9499,14.02.17 01:54,,,,,,,
"Србски народни покрет ""Збор""",28223323,Панчево,9499,22.02.17 12:20,,,,,,,
"Удружење ""Млади радник""",28223757,Панчево,9499,27.02.17 03:00,,,,,,,
"""ПСИХОГЕНЕЗА-Центар за едукацију и лични развој""",28223943,Панчево,9499,28.02.17 02:46,,,,,,,
"Удружење грађана ""MAGIC DANCE""",28224320,Старчево,9499,03.03.17 12:56,,,,,,,
"Удружење ""Путујуће позориште Вандрокаши""",28224311,Панчево,9499,03.03.17 12:57,,,,,,,
"""Удружење грађана Видело""",28224842,Долово,9499,08.03.17 03:23,,,,,,,
"Хуманитарно удружење "" ФЕНИКС""",28224753,Банатско Ново Село,9499,08.03.17 11:00,,,,,,,
Зелени лав,28227361,Панчево,9499,03.04.17 11:57,,,,,,,
"""Медијска иницијатива""",28228015,Панчево,9499,12.04.17 03:16,,,,,,,
"Удружење за заштиту животиња и животне средине ""Склониште"" Панчево",28230826,Панчево,9499,19.05.17 02:40,,,,,,,
"""Студио за Моторику""",28235127,Панчево,9499,02.08.17 03:03,,,,,,,
"Удружење грађана ""Кључ здравља""",28235194,Панчево,9499,03.08.17 12:57,,,,,,,
УДРУЖЕЊЕ ЉУБИТЕЉА СТАРИХ АУТОМОБИЛА,28236948,Панчево,9499,07.09.17 02:18,,,,,,,
DENTAL CITY EДУКАТИВНИ ЦЕНТАР,28238223,Панчево,9412,28.09.17 02:19,,,,,,,
"Друштво за бугарски језик, књижевност и културу ""Георги Сава Раковски""",28238827,Старчево,9499,06.10.17 09:30,,,,,,,
"УДРУЖЕЊЕ ГРАЂАНА ""АРТЕФАМИЛИЈА""",28240619,Панчево,9499,31.10.17 01:56,,,,,,,
"Удружење  ""LIFE QUALITY PROJECT""",28241941,Панчево,9499,20.11.17 01:53,,,,,,,
"""Пријатељи 72. Специјалне""",28244690,Панчево,9499,26.12.17 02:52,,,,,,,
Чеси Србије,28246552,Панчево,9499,19.01.18 10:57,,,,,,,
"""СИГУРНО МЕСТО""- ЦЕНТАР ЗА ЛИЧНИ РАЗВОЈ И ПСИХОСОЦИЈАЛНУ ПОДРШКУ",28249225,Панчево,9499,12.02.18 12:54,,,,,,,
УДРУЖЕЊЕ ЗА ЗДРАВ НАЧИН ЖИВОТА АТЛЕТИК СТУДИО,28251025,Панчево,9499,01.03.18 01:07,,,,,,,
СРБИЈА МОЈ ДОМ,28251530,Долово,9499,07.03.18 03:24,,,,,,,
Панонија музички фестивали и такмичења,28251955,Панчево,9499,12.03.18 08:18,,,,,,,
"""ЗАВИЧАЈНО УДРУЖЕЊЕ ТРНАВЧАНА""",28252765,Качарево,9499,16.03.18 02:06,,,,,,,
"Удружење љубитеља друштвених игара ""УВ"" Панчево",28259891,Панчево,9499,28.06.18 10:56,,,,,,,
"""Удружење за унапређење, едукацију и популаризацију уметности и културе Дуо Балет""",28273975,Панчево,9499,12.02.19 01:02,,,,,,,
"Удружење Музичко Естрадних Радника Уметника и радника у Сродним и пратећим делатностима УМЕРУС""ФЕНИКС""",28277148,Панчево,9499,19.03.19 01:17,,,,,,,
"КЛУБ ЉУБИТЕЉА ФОТОГРАФИЈЕ И ФИЛМА СТУДИО ""ОNE""",28277571,Панчево,9499,22.03.19 11:55,,,,,,,
"Удружење ""3х2""",28278594,Панчево,9499,03.04.19 10:24,,,,,,,
